Pertanyaan,Jawaban,Label
Apa itu trading saham?,"Trading saham adalah transaksi jual beli surat kepemilikan atas perusahaan maupun perseroan terbatas dalam jangka pendek. Umumnya, jangka pendek yang dimaksud dapat dilihat dari harga pasar setiap harinya. Selain itu, trading saham adalah kegiatan memperjualbelikan saham yang bergantung pada fluktuasi harga pasar.",Istilah
Apa yang dimaksud dengan analisis teknikal yang berkelanjutan dalam trading saham?,Analisis teknikal yang berkelanjutan melibatkan penggunaan alat dan indikator teknikal untuk mengidentifikasi tren yang berkelanjutan dalam pergerakan harga saham. Ini melibatkan analisis pola grafik moving average dan indikator momentum seperti RSI (Relative Strength Index) dan MACD (Moving Average Convergence Divergence). Dengan menganalisis tren yang berkelanjutan investor dapat mencari peluang untuk masuk atau keluar dari posisi dengan probabilitas keberhasilan yang lebih tinggi.,Trading
Bagaimana cara memahami dan menggunakan indikator teknikal dalam trading saham?,Indikator teknis adalah alat yang digunakan dalam analisis teknikal untuk membantu mengidentifikasi pola tren dan sinyal perdagangan dalam grafik harga saham. Beberapa indikator teknis yang umum digunakan termasuk Moving Average (MA) Relative Strength Index (RSI) Stochastic Oscillator dan MACD (Moving Average Convergence Divergence). Untuk memahami dan menggunakan indikator teknis perhatikan sinyal beli dan jual yang dihasilkan oleh indikator tersebut serta perubahan dalam kecepatan dan momentum pergerakan harga. Penggunaan indikator teknis juga dapat dikombinasikan dengan analisis pola grafik dan volume perdagangan untuk memperoleh informasi yang lebih lengkap.,Trading
Apa itu saham blue chip dividend?,Saham blue chip dividend adalah saham blue chip yang memiliki kecenderungan untuk memberikan dividen yang stabil dan konsisten kepada pemegang saham. Saham ini menarik bagi investor yang mencari pendapatan dividen yang dapat diandalkan.,Istilah
Apa itu saham cyclical?,Saham cyclical adalah saham dari perusahaan yang bisnisnya dipengaruhi oleh siklus ekonomi. Saham ini cenderung memiliki kinerja yang baik selama periode ekonomi yang sedang naik,Istilah
Apa itu saham defensive?,Saham defensive adalah saham dari perusahaan yang bisnisnya relatif stabil dan tahan terhadap fluktuasi ekonomi. Saham ini cenderung mempertahankan nilai dan memberikan kestabilan di tengah kondisi pasar yang tidak stabil.,Istilah
Apa itu saham growth?,Saham growth adalah saham dari perusahaan yang memiliki potensi pertumbuhan laba yang tinggi di masa depan. Saham ini biasanya diperdagangkan dengan valuasi yang lebih tinggi karena prospek pertumbuhan yang diharapkan.,Istilah
Apa itu saham blue chip index?,Saham blue chip index adalah kelompok saham blue chip yang dijadikan sebagai tolok ukur performa pasar saham secara keseluruhan. Saham-saham dalam indeks ini dianggap mewakili sektor-sektor penting dalam perekonomian.,Istilah
Apa itu saham teknologi?,Saham teknologi adalah saham dari perusahaan-perusahaan yang bergerak dalam industri teknologi seperti perusahaan perangkat lunak perusahaan hardware atau perusahaan internet. Saham ini seringkali memiliki potensi pertumbuhan yang tinggi.,Istilah
Apa itu saham syarat?,Saham syarat adalah saham yang diterbitkan dengan syarat tertentu seperti saham dengan hak suara yang terbatas atau saham dengan pembatasan tertentu terhadap pemindahan kepemilikan.,Istilah
Apa itu saham blue chip consortium?,Saham blue chip consortium adalah saham yang dimiliki oleh sekelompok perusahaan blue chip yang bekerja sama untuk menguasai atau berinvestasi dalam suatu proyek atau perusahaan.,Istilah
Apa itu saham high beta?,Saham high beta adalah saham yang cenderung memiliki volatilitas yang lebih tinggi dibandingkan dengan pasar secara keseluruhan. Saham ini cenderung mengalami pergerakan harga yang lebih besar dalam respons terhadap perubahan pasar.,Istilah
Apa itu saham IPO lock-up?,Saham IPO lock-up adalah periode waktu setelah perusahaan melakukan IPO dimana pemegang saham tertentu seperti pendiri atau investor awal tidak diizinkan untuk menjual saham mereka dalam pasar sekunder.,Istilah
Apa itu margin trading?,Margin trading adalah praktik membeli saham dengan meminjam uang dari pialang atau lembaga keuangan lainnya. Ini memungkinkan investor untuk memperbesar potensi keuntungan mereka tetapi juga meningkatkan risiko kerugian.,Istilah
Apa itu right issue?,Right issue adalah penawaran saham tambahan kepada pemegang saham saat perusahaan membutuhkan modal tambahan. Pemegang saham yang memiliki hak memesan saham tambahan dapat membeli saham dengan harga khusus.,Istilah
Apa itu LQ45?,LQ45 adalah indeks saham yang terdiri dari 45 perusahaan dengan likuiditas perdagangan yang tinggi di Bursa Efek Indonesia (BEI). Perusahaan yang terdaftar dalam indeks LQ45 dianggap sebagai representasi dari pergerakan pasar saham secara keseluruhan.,Istilah
Apa itu IDX30?,IDX30 adalah indeks saham yang terdiri dari 30 perusahaan dengan likuiditas perdagangan yang tinggi di Bursa Efek Indonesia (BEI). Indeks ini didesain untuk mencerminkan pergerakan harga saham dari perusahaan-perusahaan besar dan terdiversifikasi secara sektoral.,Istilah
Apa itu JII?,JII (Jakarta Islamic Index) adalah indeks saham yang mencakup perusahaan-perusahaan yang memenuhi kriteria syariah dalam operasi dan keuangan mereka. Indeks ini dikelola oleh Bursa Efek Indonesia (BEI) dan mencerminkan kinerja saham-saham yang sesuai dengan prinsip-prinsip syariah.,Istilah
Apa itu IDX80?,IDX80 adalah indeks saham yang terdiri dari 80 perusahaan dengan kapitalisasi pasar besar di Bursa Efek Indonesia (BEI). Indeks ini mencakup perusahaan-perusahaan yang dikelompokkan berdasarkan kapitalisasi pasar dan likuiditas perdagangan mereka.,Istilah
Apa itu IDX Composite?,IDX Composite adalah indeks saham yang mencakup semua saham yang terdaftar di Bursa Efek Indonesia (BEI). Indeks ini mencerminkan pergerakan harga secara keseluruhan di pasar saham Indonesia.,Istilah
Apa itu IDX Small-Mid Cap?,IDX Small-Mid Cap adalah indeks saham yang mencakup perusahaan-perusahaan dengan kapitalisasi pasar menengah dan kecil di Bursa Efek Indonesia (BEI). Indeks ini memberikan gambaran tentang pergerakan harga saham dari perusahaan-perusahaan yang lebih kecil di pasar saham Indonesia.,Istilah
Apa itu IDX High Dividend 20?,IDX High Dividend 20 adalah indeks saham yang mencakup 20 perusahaan dengan kebijakan pembagian dividen yang tinggi di Bursa Efek Indonesia (BEI). Indeks ini memberikan gambaran tentang saham-saham yang memiliki potensi pembayaran dividen yang lebih tinggi dibandingkan dengan saham-saham lainnya.,Istilah
Apa itu IDX Shariah?,IDX Shariah adalah indeks saham yang mencakup perusahaan-perusahaan yang memenuhi kriteria syariah dalam operasi dan keuangan mereka di Bursa Efek Indonesia (BEI). Indeks ini digunakan untuk melacak kinerja saham-saham yang sesuai dengan prinsip-prinsip syariah.,Istilah
Apa itu IDX All-Share?,IDX All-Share adalah indeks saham yang mencakup semua saham yang terdaftar di Bursa Efek Indonesia (BEI). Indeks ini memberikan gambaran umum tentang pergerakan harga saham secara keseluruhan di pasar saham Indonesia.,Istilah
Apa itu IDX Mining?,IDX Mining adalah indeks saham yang mencakup perusahaan-perusahaan yang beroperasi di sektor pertambangan di Bursa Efek Indonesia (BEI). Indeks ini mencerminkan pergerakan harga saham dari perusahaan-perusahaan yang terkait dengan eksplorasi produksi dan distribusi sumber daya alam seperti batu bara logam minyak gas dan mineral lainnya.,Istilah
Apa itu IDX Infrastructure?,IDX Infrastructure adalah indeks saham yang mencakup perusahaan-perusahaan yang beroperasi di sektor infrastruktur di Bursa Efek Indonesia (BEI). Indeks ini mencerminkan pergerakan harga saham dari perusahaan-perusahaan yang terlibat dalam pembangunan dan pengelolaan infrastruktur seperti jalan tol bandara pelabuhan kereta api dan energi.,Istilah
Apa itu IDX Consumer Goods?,IDX Consumer Goods adalah indeks saham yang mencakup perusahaan-perusahaan yang beroperasi di sektor barang konsumsi di Bursa Efek Indonesia (BEI). Indeks ini mencerminkan pergerakan harga saham dari perusahaan-perusahaan yang terkait dengan produksi distribusi dan penjualan barang konsumsi seperti makanan minuman produk rumah tangga dan produk kecantikan.,Istilah
Apa itu IDX Property?,IDX Property adalah indeks saham yang mencakup perusahaan-perusahaan yang beroperasi di sektor properti di Bursa Efek Indonesia (BEI). Indeks ini mencerminkan pergerakan harga saham dari perusahaan-perusahaan yang terlibat dalam pengembangan pembangunan dan investasi properti seperti perumahan perkantoran pusat perbelanjaan dan hotel.,Istilah
Apa itu IDX Finance?,IDX Finance adalah indeks saham yang mencakup perusahaan-perusahaan yang beroperasi di sektor keuangan di Bursa Efek Indonesia (BEI). Indeks ini mencerminkan pergerakan harga saham dari perusahaan-perusahaan yang terkait dengan perbankan asuransi perusahaan pembiayaan dan lembaga keuangan lainnya.,Istilah
Apa itu IDX Manufacturing?,IDX Manufacturing adalah indeks saham yang mencakup perusahaan-perusahaan yang beroperasi di sektor manufaktur di Bursa Efek Indonesia (BEI). Indeks ini mencerminkan pergerakan harga saham dari perusahaan-perusahaan yang terkait dengan produksi barang manufaktur seperti otomotif tekstil elektronik dan produk-produk industri lainnya.,Istilah
Apa itu IDX Trade Sector?,IDX Trade Sector adalah indeks saham yang mencakup perusahaan-perusahaan yang beroperasi di sektor perdagangan di Bursa Efek Indonesia (BEI). Indeks ini mencerminkan pergerakan harga saham dari perusahaan-perusahaan yang terkait dengan perdagangan grosir ritel dan distribusi produk-produk konsumsi.,Istilah
Apa itu IDX Basic Industry and Chemicals?,IDX Basic Industry and Chemicals adalah indeks saham yang mencakup perusahaan-perusahaan yang beroperasi di sektor industri dasar dan kimia di Bursa Efek Indonesia (BEI). Indeks ini mencerminkan pergerakan harga saham dari perusahaan-perusahaan yang terkait dengan produksi bahan baku kimia dan produk industri dasar lainnya.,Istilah
Apa itu IDX Agriculture?,IDX Agriculture adalah indeks saham yang mencakup perusahaan-perusahaan yang beroperasi di sektor pertanian di Bursa Efek Indonesia (BEI). Indeks ini mencerminkan pergerakan harga saham dari perusahaan-perusahaan yang terkait dengan produksi dan distribusi produk pertanian seperti pangan perkebunan dan peternakan.,Istilah
Apa itu IDX Miscellaneous Industry?,IDX Miscellaneous Industry adalah indeks saham yang mencakup perusahaan-perusahaan yang beroperasi di sektor industri lainnya di Bursa Efek Indonesia (BEI). Indeks ini mencerminkan pergerakan harga saham dari perusahaan-perusahaan yang tidak termasuk dalam sektor-sektor industri yang sudah disebutkan sebelumnya.,Istilah
Apa itu IHSG?,Indeks Harga Saham Gabungan merupakan indeks acuan untuk mengukur pergerakan harga saham secara keseluruhan di Bursa Efek Indonesia (BEI).,Istilah
Apa itu BEI,Bursa Efek Indonesia merupakan lembaga yang menyelenggarakan perdagangan efek di Indonesia.,Istilah
Apa itu PT,Perseroan Terbatas merupakan bentuk badan usaha yang sering digunakan oleh perusahaan di Indonesia.,Istilah
Apa itu YTD,Year-to-Date mengacu pada kinerja saham dari awal tahun hingga saat ini.,Istilah
Apa itu AUM,Assets Under Management jumlah total aset yang dikelola oleh sebuah perusahaan manajemen investasi.,Istilah
Apa itu ETF,Exchange-Traded Fund merupakan jenis investasi yang diperdagangkan seperti saham dan mengikuti indeks tertentu.,Istilah
Apa itu REIT,Real Estate Investment Trust merupakan perusahaan yang berinvestasi di properti dan mendistribusikan pendapatan kepada pemegang saham.,Istilah
Apa itu SRO,Self-Regulatory Organization merupakan badan pengatur mandiri yang mengawasi kegiatan perdagangan saham.,Istilah
Apa itu investor?,"Investor adalah seseorang atau perseroan yang menanamkan sejumlah modal dan mengharapkan sebuah keuntungan atau imbal hasil dari investasi yang sudah dilakukan. Tidak hanya itu saja, pengertian investor ini juga bisa diartikan dari jangka waktu penyimpanan investasinya. Seorang investor adalah mereka yang berorientasi pada pendanaan berperiode panjang, sedangkan jika berfokus pada investasi jangka pendek, disebut sebagai trader.",Istilah
Apa itu trader?,"Trader adalah sebutan untuk mereka yang membeli dan menjual suatu instrumen investasi atau melakukan trading di berbagai macam instrumen investasi. Prinsip bertransaksi di sini adalah membeli ketika harganya turun, lalu menjualnya ketika harga meningkat dalam jangka waktu yang relatif singkat.",Istilah
Untuk apa melakukan trading saham?,"Tujuan trading adalah untuk mengejar keuntungan maksimal dalam waktu yang singkat dengan strategi dan analisis yang bagus untuk menghindari kerugian ketika melakukan kegiatan trading. Dalam berinvestasi, jika investor berfokus pada fundamental produk yang akan dibeli, maka trader akan berfokus pada sentimen dan kondisi pasar.",Trading
Tujuan trading saham?,"Tujuan trading adalah untuk mengejar keuntungan maksimal dalam waktu yang singkat dengan strategi dan analisis yang bagus untuk menghindari kerugian ketika melakukan kegiatan trading. Dalam berinvestasi, jika investor berfokus pada fundamental produk yang akan dibeli, maka trader akan berfokus pada sentimen dan kondisi pasar.",Trading
Apa itu sekuritas?,"Perusahaan Sekuritas adalah perusahaan yang telah mendapat izin usaha dari OJK untuk dapat melakukan kegiatan usaha sebagai Perantara Pedagang Efek, Penjamin Emisi Efek, atau kegiatan lain yang sesuai dengan ketentuan yang telah ditetapkan oleh Pengawas Pasar Modal.",Istilah
Apa itu Akuisisi,Akuisisi adalah proses pengambilalihan kepemilikan suatu perusahaan oleh perusahaan lain dengan cara membeli sebagian besar sahamnya.,Istilah
Apa itu Annual Report,"Annual report artinya adalah laporan tahunan perusahaan yang berisi rangkuman segala aktivitas perusahaan dalam periode satu tahun, termasuk laporan keuangan, prestasi dan pencapaian perusahaan, hingga rencana masa depan bisnis.",Istilah
Apa itu ARA,"ARA adalah singkatan dari Auto Rejection Atas yang merujuk pada batas maksimum kenaikan harga saham dalam satu hari. Jika saham naik signifikan hingga menyentuh batas atas kenaikan harga saham yang ditetapkan oleh bursa, maka ia akan terkena ARA yang ditandai tidak ada lagi order di antrian jual (offer) dan harga tidak dapat naik lebih tinggi lagi.
Batasan Auto Rejection (ARA & ARB) yang berlaku saat ini sesuai Keputusan Direksi Nomor Kep-00023/BEI/03-2020 antara lain:
1) Harga saham Rp50 � Rp200, batas naik dan turunnya (ARA & ARB) dalam sehari adalah 35%.
2) Harga saham Rp200 � Rp5000, batas naik dan turunnya (ARA & ARB) dalam sehari adalah 25%.
3) Harga saham di atas Rp5000, batas naik dan turunnya (ARA & ARB) dalam sehari hanya 20%.
",Istilah
Apa itu ARB,"ARB adalah singkatan dari Auto Rejection Bawah yang merujuk pada batas maksimum penurunan harga saham dalam satu hari. Jika saham turun signifikan hingga menyentuh batas bawah penurunan harga saham yang ditetapkan oleh bursa, maka ia akan terkena ARB yang ditandai tidak ada lagi order di antrian beli (bid) dan harga tidak dapat turun lebih dalam lagi.
Batasan Auto Rejection (ARA & ARB) yang berlaku saat ini sesuai Keputusan Direksi Nomor Kep-00023/BEI/03-2020 antara lain:
1) Harga saham Rp50 � Rp200, batas naik dan turunnya (ARA & ARB) dalam sehari adalah 35%.
2) Harga saham Rp200 � Rp5000, batas naik dan turunnya (ARA & ARB) dalam sehari adalah 25%.
3) Harga saham di atas Rp5000, batas naik dan turunnya (ARA & ARB) dalam sehari hanya 20%.",Istilah
Apa itu Average Down,Average down adalah strategi dalam investasi saham di mana investor kembali melakukan pembelian saham ketika harga saham sedang turun untuk mendapatkan harga rata-rata pembelian saham yang lebih murah. Strategi averaging down dilakukan investor ketika percaya bahwa harga saham akan segera berbalik arah menuju profit dalam waktu dekat.,Istilah
Apa itu Average Up,Average up merupakan strategi dalam investasi saham di mana investor melakukan pembelian saham secara bertahap di harga yang lebih tinggi dari harga pembelian sebelumnya untuk menambah jumlah lot saham yang dimiliki. Strategi averaging up dilakukan investor ketika percaya bahwa saham sedang dalam tren penguatan.,Istilah
Apa itu Bandar,"Bandar merupakan istilah gaul dalam saham yang merujuk pada pihak yang memiliki modal besar dan berpeluang menggerakkan harga saham di pasar modal. Istilah bandar lebih umum ditujukan pada suatu institusi seperti perusahaan sekuritas dan manajer investasi daripada kelompok investor atau individu, sekalipun keduanya tetap memiliki kemungkinan untuk menggerakkan harga saham.",Istilah
Apa itu Bearish,Bearish adalah istilah dalam saham yang digunakan untuk menggambarkan kondisi pasar saham yang sedang mengalami tren turun atau melemah.,Istilah
Apa itu Bullish,"Kebalikan dari bearish, bullish adalah istilah yang dipakai untuk menggambarkan kondisi pasar saham yang sedang dalam tren naik atau menguat.",Istilah
Apa itu istilah Breakout?,"Istilah breakout erat kaitannya dengan analisis teknikal saham. Istilah ini merujuk pada kondisi dimana harga saham berhasil melewati area support atau resistance. Dalam analisis teknikal, momen breakout kerap dijadikan sebagai saat yang tepat untuk melakukan pembelian atau penjualan saham.",Istilah
Apa yang dimaksud dengan Bursa Efek?,"Bursa Efek adalah pihak yang menyelenggarakan dan menyediakan sistem dan/atau sarana, untuk mempertemukan penawaran jual dan beli Efek (saham, obligasi, dll) dari pihak-pihak yang ingin memperdagangkan Efek tersebut. Contoh, BEI, NASDAQ, NYSE, SGX, dan LSE.",Istilah
Apa yang dimaksud dengan Buy Back?,Buy Back artinya pembelian kembali saham yang beredar di publik (masyarakat) oleh perusahaan yang menerbitkan saham tersebut.,Istilah
Apa yang dimaksud dengan Capital gain?,Capital gain adalah keuntungan investasi saham yang diperoleh investor ketika menjual saham di atas harga pembelian.,Istilah
Apa yang dimaksud dengan Capital loss?,Capital loss adalah kerugian yang diderita investor saham ketika menjual saham di harga yang lebih rendah daripada harga pembelian.,Istilah
Apa itu Cut loss?,Cut loss adalah strategi untuk meminimalisir kerugian dalam investasi saham dengan cara menjual saham yang sedang mengalami penurunan dengan segera sebelum harganya terus merosot.,Istilah
Apa yang dimaksud dengan Fraksi Harga?,Perubahan minimun pada harga saham. Di bursa terdapat lima kelompok fraksi harga yang ditetapkan oleh Bursa Efek Indonesia.,Istilah
Apa yang dimaksud dengan Dividen?,"Dividen adalah bagian laba perusahaan pada suatu periode yang ditetapkan oleh direksi untuk dibagikan kepada pemegang saham. Dividen biasanya dibagikan secara rutin 1-2 kali dalam setahun, baik dalam bentuk uang tunai maupun bonus saham.",Istilah
Apa itu Kapitalisasi pasar?,Kapitalisasi pasar (market cap) atau biasa juga disebut kapitalisasi saham adalah nilai pasar keseluruhan dari sebuah perusahaan/emiten. Nilai kapitalisasi pasar diperoleh dengan cara mengalikan harga saham emiten saat ini dengan total jumlah saham beredar.,Istilah
Apa itu Kustodian?,"Kustodian adalah lembaga keuangan yang menyimpan dan menjamin aset investasi nasabah di pasar modal dengan aman untuk meminimalisir risiko penyalahgunaan, pencurian, dan kehilangan aset.",Istilah
Apa yang dimaksud dengan Listing dan delisting?,"Listing adalah proses pencatatan saham perusahaan di Bursa Efek sehingga bisa mulai diperdagangkan investor. Sedangkan, delisting artinya penghapusan emiten di Bursa Efek sehingga sahamnya tidak bisa lagi diperdagangkan di pasar modal.",Istilah
Apa itu Lot?,"Lot merupakan satuan yang digunakan dalam investasi saham, dimana satu lot berarti 100 lembar saham.",Istilah
Apa itu Manajer Investasi?,Manajer investasi adalah pihak yang kegiatan usahanya mengelola portofolio Efek atau portofolio investasi kolektif (reksadana) nasabah dengan tujuan untuk menghasilkan keuntungan bagi para nasabah.,Istilah
Apa yang dimaksud dengan Perusahaan sekuritas?,"Perusahaan sekuritas adalah perusahaan yang telah mendapat izin resmi dari OJK untuk menjalankan kegiatan usaha di pasar modal sebagai perantara pedagang efek, penjamin emisi efek, atau kegiatan lainnya yang sesuai dengan ketentuan yang telah ditetapkan oleh pengawas pasar modal.",Istilah
Apa itu RUPS (Rapat Umum Pemegang Saham)?,"RUPS merupakan singkatan dari Rapat Umum Pemegang Saham. Ini adalah rapat yang diadakan oleh emiten secara berkala dengan para pemegang saham untuk membicarakan berbagai hal, khususnya tentang kebijakan yang akan diambil emiten di masa depan.",Istilah
Apa yang dimaksud dengan Saham blue chip?,"Saham blue chip adalah istilah dalam saham yang merujuk pada kelompok saham dari emiten tertentu yang dinilai berfundamental kuat, memiliki kinerja keuangan yang baik, kapitalisasi pasar besar, rutin membagikan dividen, hingga merupakan pemimpin pasar (market leader) di industrinya. Saham blue chip juga biasa disebut sebagai saham lapis satu.",Istilah
Apa itu Saham middle cap?,"Saham middle cap atau biasa juga disebut saham lapis dua adalah saham-saham yang memiliki performa baik dan cukup likuid, namun dari segi kapitalisasi pasar masih kalah dengan kelompok saham blue chip. Selain itu, harga saham middle cap juga biasanya lebih murah daripada saham blue chip.",Istilah
Apa itu Saham small cap?,"Saham small cap adalah saham lapis tiga, yaitu saham yang memiliki kapitalisasi pasar rendah sehingga mudah dimanipulasi dan menyebabkan pergerakan harga saham yang sangat fluktuatif. Saham-saham yang masuk kategori ini biasa disebut dengan istilah saham gorengan.",Istilah
Apa itu Stock split?,"Stock split adalah pemecahan harga saham dalam rasio tertentu, sehingga meningkatkan jumlah saham beredar dan menyebabkan harga saham per lembar menjadi turun. Stock split merupakan salah satu aksi korporasi yang biasanya diambil ketika harga saham di pasar sudah mencapai titik tertinggi.",Istilah
Apa itu Suspend?,"Suspend atau suspensi merupakan penghentian sementara perdagangan suatu saham di bursa efek yang dapat disebabkan oleh berbagai hal meliputi adanya pelanggaran yang dilakukan oleh emiten, terjadi kenaikan/penurunan harga saham yang tidak wajar, hingga karena ada permintaan dari emiten saham itu sendiri.",Istilah
Apa itu HMETD?,"HMETD adalah singkatan dari Hak Memesan Efek Terlebih Dahulu. Ini merupakan hak yang melekat pada saham yang memungkinkan pemegang saham untuk membeli efek baru yang diterbitkan oleh perusahaan, contohnya saham, sebelum ditawarkan kepada pihak lain.",Istilah
Apa itu IHSG (Indeks Harga Saham Gabungan)?,IHSG atau Indeks Harga Saham Gabungan adalah indeks yang mengukur kinerja harga semua saham yang tercatat di Papan Utama dan Papan Pengembangan BEI. Tujuannya untuk memantau bagaimana kinerja pasar saham di Indonesia secara keseluruhan.,Istilah
Apa itu IPO (Initial Public Offering)?,IPO atau Initial Public Offering adalah istilah dalam saham yang merujuk pada perusahaan yang melakukan penawaran umum saham perdana di Bursa Efek Indonesia (BEI).,Istilah
Apa itu JATS (Jakarta Automated Trading System)?,"JATS adalah singkatan dari Jakarta Automated Trading System, yaitu sebuah sistem perdagangan Efek yang sudah terkomputerisasi yang diterapkan di BEI untuk memudahkan proses transaksi jual beli saham secara otomatis.",Istilah
Apa itu Dividend Payout Ratio?,"Dividend Payout Ratio merupakan salah satu istilah dalam saham yang digunakan untuk menunjukkan perbandingan antara total dividen yang dibayar kepada pemegang saham terhadap total laba bersih perusahaan, dan biasanya ditampilkan dalam bentuk persentase.",Istilah
Apa itu Dividend Yield?,Dividend Yield adalah rasio yang mengukur tingkat keuntungan yang diberikan oleh perusahaan kepada pemegang saham dalam periode satu tahun. Dividend Yield diperoleh dengan cara membagi dividen tahunan per saham dengan harga saham saat ini.,Istilah
Apa itu EPS (Earning Per Share)?,EPS adalah singkatan dari Earning Per Share atau laba per saham. Ini adalah rasio keuangan yang mengukur tingkat keuntungan yang diperoleh investor dari setiap lembar saham yang dipegang. EPS diperoleh dari membagi laba bersih perusahaan dengan total jumlah saham beredar dimana hasilnya biasa disajikan dalam bentuk persentase.,Istilah
Apa itu Swing Trading?,Swing Trading dikenal sebagai sebuah strategi jual beli saham dalam jangka pendek. Strategi ini dibuat dengan tujuan memperoleh keuntungan dalam jangkauan waktu harian atau mingguan. Pelakunya disebut swing trader.,Istilah
Apa itu Emiten?,Emiten adalah sebutan untuk perusahaan yang menerbitkan sahamnya di Bursa Efek Indonesia (BEI).,Istilah
Apa yang dimaksud dengan Saham Gorengan?,"Saham gorengan adalah saham yang tidak memiliki fundamental bagus, harganya dapat direkayasa oleh pihak tertentu karena memiliki kapitalisasi pasar yang kecil sehingga pergerakan harganya sangat volatil. Pemula wajib mengenali saham gorengan karena terlalu berisiko bagi investor newbie.",Istilah
Apa itu Go Public?,Go Public adalah kegiatan penawaran umum saham atau efek lain (obligasi) perusahaan kepada publik (masyarakat) yang dilakukan melalui Bursa Efek.,Istilah
Apa itu Go Private?,Go Private adalah istilah dalam dunia saham yang dipakai untuk merujuk pada perusahaan terbuka yang ingin merubah statusnya menjadi perusahaan tertutup dengan cara membeli semua saham yang beredar di masyarakat.,Istilah
Apa itu Haka (Hajar Kanan)?,Haka atau Hajar Kanan merupakan bahasa gaul dalam saham yang merujuk pada aktivitas membeli saham di harga penawaran (offer) tertingginya sehingga investor dapat memiliki saham dengan segera tanpa perlu mengantre.,Istilah
Apa itu HAKI (Hajar Kiri)?,HAKI atau Hajar Kiri adalah istilah dalam saham yang merujuk pada aktivitas menjual saham di harga permintaan (bid) paling rendah agar saham tersebut bisa segera terjual tanpa perlu mengantri.,Istilah
Apa itu Window Dressing?,Window dressing adalah salah satu fenomena yang paling populer di pasar saham. Fenomena ini menggambarkan tren kenaikan harga-harga saham perusahaan berkapitalisasi pasar besar (blue chips) yang kerap terjadi menjelang akhir tahun.,Istilah
Apa itu Growth Stock?,Growth stock merujuk pada saham-saham dari perusahaan tertentu yang dianggap memiliki potensi pertumbuhan di atas rata-rata. Saham yang masuk kategori 'growth stock' sering diincar investor sekalipun harga sahamnya dijual lebih tinggi dari nilai perusahaan.,Istilah
Apa yang dimaksud dengan Asset atau harta dalam dunia saham?,"Asset atau harta yaitu semua kekayaan yang dikuasai emiten contohnya bangunan, mesin produksi, dan sebagainya.",Istilah
Apa yang dimaksud dengan Liabilities atau utang dalam dunia saham?,Liabilities atau diartikan utang yaitu jumlah utang yang harus ditanggung emiten.,Istilah
Apa yang dimaksud dengan Equity atau ekuitas atau modal dalam dunia saham?,Equity atau modal yaitu nilai bersih perusahaan. Bertambah tinggi nilai equity maka bertambah besar pula nilai emiten saham itu.,Istilah
Apa yang dimaksud dengan Debt to Equity Ratio (DER) dalam dunia saham?,"Debt to Equity Ratio atau DER, ialah rasio dari Liabilities dan Equity. Ketentuannya adalah bila DER>1 artinya utang lebih banyak dibanding modal. Emiten dengan posisi ini tentu harus diwaspadai. Kemudian untuk nilai DER<1 artinya utang lebih kecil dibanding modal yang artinya emiten saham ini dalam posisi keuangan yang sehat. Lalu untuk nilai DER negative berarti modalnya juga negative atau utang lebih banyak dibanding harta. Saham dengan emiten seperti ini harus ditinggalkan.",Istilah
Apa yang dimaksud dengan Price to Book Value (PBV) dalam dunia saham?,"Price to Book Value atau PBV, ialah rasio dari harga per lembar saham dibanding book value(equity) per lembar saham. Ketentuannya, bila nilai PBV<1 artinya harga saham lebih kecil dibanding equity yang berarti harga saham perusahaan itu murah. Lalu untuk nilai PBV>1 artinya harga saham lebih tinggi dibanding equity perusahaan yang berarti harga saham sudah mahal. Bagi para pemain, analisis fundamental saham ini dapat digunakan sebagai pilihan indikator beli. Patokannya jika nilai PBV saham < 1, lazimnya harga saham murah. Akan tetapi indikator lain pun harus diperhatikan yaitu ROE.",Istilah
Apa yang dimaksud dengan Return on Equity (ROE) dalam dunia saham?,"Return on Equity atau ROE ialah kemampuan pengembalian modal. Patokannya, bertambah besar nilai ROE artinya emiten saham itu kian sehat. Perumpamaan, jika ada perusahaan yang bisa meraih laba 20 persen per tahun dibanding modal, tentu pemilik tak akan menjual perusahaan itu hanya seharga modal atau PBV=1. Sehingga, nilai PBV >1 boleh dikatakan murah, dengan syarat ROE pun besar.",Istilah
Apa yang dimaksud dengan Earning per Share (EPS) dalam dunia saham?,"Earning per Share atau EPS ialah rasio dari net income dibanding jumlah saham perusahaan. Makin tinggi nilai EPS, maka makin bagus kondisi perusahaan sehingga sahamnya boleh dikoleksi.",Istilah
Apa yang dimaksud dengan Price to Earning Ratio (PER) dalam dunia saham?,"Price to Earning Ratio atau PER, ialah rasio harga saham dengan EPS. Bertambah kecil nilai PER maka bertambah turun harga saham begitupun sebaliknya. Nilai PER pun dapat dianggap titik break event point. Umpamanya nilai PER adalah 10x itu artinya saham yang dibeli baru akan kembali modal 10 tahun kemudian.",Istilah
Apa yang dimaksud dengan Dividen dalam dunia saham?,"Dividen, ialah bagi hasil atau laba emiten yang diberikan ke pemegang saham.",Istilah
Apa yang dimaksud dengan Dividen Payout Ratio (DPR) dalam dunia saham?,Dividen Payout Ratio atau DPR ialah rasio dari nilai dividen dengan EPS. Umpamanya nilai EPS sebesar Rp 100 dengan dividen Rp.50/lbr saham. Itu artinya nilai DPR sebesar 50%.,Istilah
